AbnormalResources,AntiDebug,BrowserReferences,CompanyName,CryptoUsed,DomainNames,Dropper,FileSize,Filename,HidingImports,IllegitimatePrograms,MalwareFunctions,MalwareType,MatchingCompiler,Overlay,PEiDSignature,Packed,PossibleCompilersCount,UndesirableBehavior,WindowsNativeAPI
False,False,False,Microsoft,False,True,False,211933,29635b8bcf2dc69839e53bd7a8ac6788f25aa2292969e862c3918891c081da6a,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,False,False,® Microsoft Corporation. Reservados todos los derechos.,False,False,False,28672,292eeba48692a2a35b2c2906e55d8f8bf9ebb07e9285dc1dde76fa8ea36d0c6a,False,False,False,sosx9rki,Microsoft Visual Basic v5.0 - v6.0,False,False,False,1,False,False
False,False,False,unknown,False,False,False,157696,292e917edc6fa4b75cd4b6a2b490a3794a3cb205c55b2f67acac2395922539ac,True,False,False,buzus,unknown,False,False,False,3,True,False
False,False,False,unknown,False,False,False,28928,29223ee9bc07fc0ad2f87538ff73377be08536c880061aefa88e724c2e2b0ddf,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,28960,292d710a8c308890138550927c044a364acd2eee107b6d34f664c1cc2b8ed90c,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,Don HO don.h@free.fr,False,False,False,32256,0045d1c912b385a8d71ba044ff5a0ec89ed26aebb209a572acd41ea4d9c8297e,True,True,False,artemis,unknown,False,True,True,0,False,False
False,False,False,unknown,False,False,False,101888,00424a4093b84aa18de07b40d7a32a1a2d262b7ac417fc4ec83cbe703eeb1104,False,False,False,kryptik,unknown,False,False,True,0,False,False
False,False,False,Microsoft,False,True,False,211974,004152bdea6bf22bd9f6a6dcf03d3b3cd727357595771b00eb39ade13a947d9e,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,False,False,Sogou.com Inc.,False,True,False,109568,0046cc0b47c0c2fe393c127a87c6d015925eaeccbca5541f04268aee2ce26a14,True,True,False,netins,Microsoft Visual C++ 8.0,False,True,True,1,False,False
False,True,False,unknown,False,False,False,48640,15fe8f29a290388f5eaa83c44f6e62e247bfa7b33d510ff7b078929ecc0d3d07,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,47616,15fd906b063688b14c9dc2613a242daf7f9a064d95823516ce3b676062150d6b,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,1513170,15fd33e6a9400b9b42714d03c3242ff267267058860582180389f6c2a49b45fb,True,False,False,baidusearch,unknown,True,False,False,0,False,False
True,False,False,Microsoft,False,True,False,446660,0c14bdf92b01b8f19b4aec91679aa3020bbc473ed92bc118baee9119b0a3ef15,False,False,False,swisyn,unknown,True,True,True,2,False,False
False,False,False,unknown,False,False,False,28768,0c1192a29884871e2b0d7e6566eea68c85025d5343f934d1121e0c0ea882b683,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,IObit,False,False,False,647168,0ccce6b8620f29f2646212bc37ca2cba23f1c60aceee8876cc678323c9baf8a6,False,False,False,graftor,unknown,False,False,False,4,False,False
False,False,False,unknown,False,False,False,241664,36e338b10b26d8df3f9c82c17a18cfa05a7ba6cfa15d716edd159e8efa8d1947,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,Microsoft,False,True,False,211963,1f341489265460a4227594a3d8c72ae7a837ec3b02f3cac63c96c3638aa06689,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,False,False,unknown,False,False,False,393216,208bde87f96d84296a1b00957b66040b1c6bd14659e32331e505fc9b69dfa692,True,True,False,fosniw,unknown,False,False,False,2,True,False
False,False,False,unknown,False,False,False,28736,30301bbf6b77ab0f17e8c013d45f28b791f2e5d22f6662fdae6c84ed90fa38cc,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,28960,30394f8f0c328cc0648efaec5531b8aced0a7809712dec5b666a893101c7aad8,False,True,False,rtkdl,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,2688,3030d7ec07193fbd02bdeb475f14e85f8e8d6c96dff70089478fd7332c71f0d9,False,False,False,rootkit,Microsoft Visual C++ 6.0 - 8.0,False,False,True,1,False,False
False,True,False,unknown,False,False,False,50624,26e701bc39adbb900288da903c447f808f45997f515319be4d87d864efb1bf2d,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,305152,26e68ba62ece3f408cb7ef5c1a1344f12605963dc8785cb56558e5afc8ff39fd,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,17920,055570f927a4c8d21ab0be04c99d02dac5cca237110cb84bd9b2c74df36c675b,False,True,False,onlinegames,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,300544,055b5030ba6988f45b567db6995777a688002e4282ca904fd389af9e03f27cdd,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,2304,055482f6d23a75fd1a0a1196fbe4614342f30c77e7e4288d9db63d8745b4890a,False,False,False,rootkit,Microsoft Visual C++ 6.0 - 8.0,False,False,True,1,False,False
True,False,False,unknown,False,False,False,195072,0554e5419f14815276361b59e7924d7ef802cde0b252ba4f743e362f818c9b3f,True,True,False,buzus,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,27584,1026f36e0d4d0fa4fc2bfcf3c28b402da67e19f460d1339aa2b551f901e3118b,False,True,False,rootkit,unknown,False,False,True,2,False,True
False,True,False,unknown,False,False,False,139264,102c9a8f393313f411bfd05c52317c4d319830d1ec1edb2a3adac06ca5b5b712,True,False,True,adware,unknown,True,False,True,4,False,False
False,True,False,unknown,False,False,False,47552,102ccefa39b5332aec24ee358452f2e6cd5c1a501654b4bd68d989b137bda9f3,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,29440,10218e76ff420fbff36e96cd797fa6e35f2e9abaf0e477e734d24d7ad1697c29,False,True,False,rtkdl,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,28384,102ae9f691129e5413d4aa55b005656aa8672cd937e32933cbc5c0bc2e926a68,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,29376,0086e397c1eb8078750d40155197bb374f9f2d38b1bce9bb8d3f24690017b42b,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,Kaspersky Lab ZAO,False,False,False,31744,00816aeed56e652575c2160b0466b570f3ced4b7fd1ff148543f0e3be66a2c61,True,False,False,johnnie,unknown,False,True,True,0,True,False
False,False,False,unknown,False,False,False,372224,32cc52db8609e9e99328e97d6095d437fca05421cb84760ba8f59b85f865aebe,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,269056,30d9903cdeb0cc350197ec1c35c954180416d432c413b291a1da28df2411a159,True,True,False,fakespypro,Microsoft Visual C++ 8.0,True,True,True,1,True,False
False,False,False,unknown,False,False,False,87552,30d08a2cf89577a845ae1276108e7e771357a2a020a01bf3a5bb39e8cb30dacb,False,False,False,pwstealer,Microsoft Visual C++ 8.0,False,True,True,1,False,False
False,True,False,unknown,False,False,False,52000,30d2f5ff2096d306e6228c42a95fdfdacb64127ae33728171b17050ae1dd6fb2,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,16192,30d880e665f7d58b067c526c0458d85dd5b8ea7a17415815fc5466da63baf6fd,False,True,False,anako,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,24128,30d2ee160767dc421844e04933b979a37ae0d22485ad375fe913635217a0f2de,False,True,False,farfli,Microsoft Visual C++ v6.0 (Debug Version),False,False,True,1,True,True
False,True,False,unknown,False,False,False,4473356,30d96c0ec9975e2b59cdff2b4d01733356a68c834204aa559f4ab081d688f459,True,False,True,archsms,unknown,True,False,True,0,True,False
False,True,False,unknown,False,False,False,26592,082e5f074981375f8a4189a24a825625678a11b0075a83cda09b73ea8a9764b8,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,True,False,221132,082e1dfb6a459b981df13cc5008f8b5047266c53630066e07ee93ea9ee314740,False,False,False,mofksys,Microsoft Visual Basic v5.0 - v6.0,True,False,False,1,False,False
False,True,False,unknown,False,False,False,41120,0823a86d81d56b4996e90be37c500bca0bf4ab66cb181cfa7e18b4f8aa434c8c,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,28448,0824aaab119e6ac220e403665679e0ed4b21c6c48e8e5326d0b06dbd6d85cd25,False,True,False,rtkdl,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,338432,07dbb32fecc18222a19b721e3d33bb19528bfa583c94b88aa0259c6b21d0ba6c,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,7200,0c2e5962d11d8ad797554ebcfbe61684e3ce50da8a6e4b6ac0ac4be783ce456d,False,False,False,homac,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,28480,0c2833ca752e00424b43bf21e679662698bb7f00ecba339eac6929ba13794c4d,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,28256,0c21e104d57af781e370027451c6c5b380b7b66aa64fee79ac9f32b7800aebd4,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,5888,1d71da875f7484d51ccf2cb8a8e43266587819d01041f17dc05a04e932aabfbc,False,True,False,pcclient,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,26848,1d7f6876b8fbd09e79d350cf5e94f22decb4dff7aacad9fa85ab5b2c39c462ad,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,WinSys,False,True,False,204800,10df1ec8bfcb18d3b0885f02a5f68124e5f682d65cb12d83ebb1653ed7624e51,False,False,False,winsys,unknown,False,False,False,3,True,False
False,True,False,unknown,False,False,False,22592,10d2c1febd3e6ebd35fe64f931a080a7719d7e6cbe8c75d37661d92a079e95ee,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,Random-Logic,False,True,False,170400,10d3b5d62719e94e29b58c6e90149576e24d24596552c6e699143bf5b2b5149d,True,True,False,adware,unknown,False,False,False,5,False,False
True,False,False,unknown,False,False,False,70656,0060a1f528fa9169d1dc60c32035ae68ec51d7b2ec2d59fd4747621c565152e9,True,False,False,emgfac6k,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,201728,0069bd454b38938a4e5fb866b979f3a74f69be7b213c5ae4baf416a8e38d77ed,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,103424,0067c4ce64d5d084585f4dd054290f895a8892f2de2ed4e0e21bb934814444d9,False,False,False,kryptik,unknown,False,False,True,0,False,False
False,True,False,unknown,False,False,False,28416,2ab203cdd6b52c361e6df1c54e5ac5ee9f37c44a1d177927e7c47329447ab293,False,True,False,obfuscated,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,31424,2abd0085696b77ec57ad87647876cec5917c129dc716cffeeb449dc7a4544512,False,True,False,rtkdl,Microsoft Visual C++,False,False,True,1,False,True
False,True,False,unknown,False,False,False,30080,2abc400e489d74f1bacba8fe5bc167998ad064f2c7dd332732ea57d3ed02a5d9,False,True,False,koutodoor,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,1365504,0eff61efe40e5afec06b88609d4650185759a5bba3167b85df1f0539814b3b3a,False,False,False,scar,unknown,False,True,True,2,True,False
False,False,False,Microsoft,False,True,False,211939,0ef1e9b9b50b93a623f6118b824a1f4667302ab12771ddb328685c9757232e75,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,False,False,unknown,False,False,False,2784,0efd0c416da0a24d40bc7cbd17cb6113157cc540d28ee2f25e25a2cdd7bbfb54,False,False,False,rootkit,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,562176,0f1bfcc269d826ab0f1bbe0fe25e924368a180aa1d3c3afea053a88065b7eb9f,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,48224,0f111080f6315d8a46e089792308242f69c1fe8e8f926d9e1abf9377cccf67c1,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,354816,0f1f4bf4f33cb53872986a31cc332bd8be8b75019f050e9904e9734a56a091ec,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,50688,39bc0ae86b7b8bc75aff66727f33a2270c8ea4f3434bf0f33e3b671c92981217,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,376320,2d3aa4f341381c6e54a39d3d14fbf7d0820bfa928dd49ad5b9ddbb66b9c8ebd6,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,31456,12d3674741b81fc3f9f6ff3091fbfd53a2f63690ddcaf8e5f54c0bc3470b3785,False,True,False,koutodoor,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,29120,12d780a61ec106352174aca99f4700e2885657e1e9ba473229f377b810e84c93,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,True,False,unknown,False,False,False,23040,12d110baca6df7aa5e210c7aa29976a1c9cb4dec00f9951b11843184602848b8,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,48896,12df2145970e3ae5f8ee05d2a31e71fa508f7c16ce416cc15f0834af9f647b4c,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,55584,0c3f442d629b8357c070790e4acc64606d955a13ce60a528e6ea595eff6b7401,False,True,False,farfli,unknown,False,False,True,2,False,True
False,False,False,unknown,False,False,False,172772,0c3148b8724c03cdffda2eab760f2c9e8e3de8e01632b858f9fbb85658903c99,False,True,False,obfuscated,Microsoft Visual C++,True,False,True,1,False,True
False,False,False,The Gator Corporation,False,True,False,86016,0c3de7b5dab22c1ce3deae7911b4eba465e31e88d82376d17695b5872ce43306,True,False,False,adware,unknown,False,False,False,4,True,False
False,True,False,unknown,False,False,False,50528,0c34969887d4e3729f491a18f89f487b18af2bfec4170d749204ce3f8c6e94b4,False,True,False,farfli,unknown,False,False,True,0,False,True
True,False,False,unknown,False,False,False,195072,10bc0e5c9b3d38cad16b7c0106eb809d6097712eb6d89a976bf71a5843f06a40,True,True,False,buzus,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,15040,10bf38c44ca8632e9e1035a2494027dcb1899a8fed03d3b95c66bd07b92d7e08,False,False,False,tibs,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,247808,10ba04b105e6eb9922a0af5f10097b6522cf39212ef6e85f0c12caf48ae3b122,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,48288,01a8de464f0e8aca8eb08117f4d76668780826fd1622a4c32ab5ef99aa6d0e21,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,True,False,45056,01a9e97185709f4df925f88ef73b79732c97c4c02317eaa26ea285ea7d9cd206,False,True,False,based,unknown,False,False,False,2,True,True
True,False,False,Microsoft,False,True,False,446665,26db3a1d35321db676049bf1462237ea8a697911772c396f4d13db32e7a1c4e4,False,False,False,swisyn,unknown,True,True,True,2,False,False
False,False,False,unknown,False,False,False,3272,240ceb16c00d734ae1cc438538a330125f5e88450eaa30d84f1348cc9ca6979b,False,False,True,hacdef,unknown,True,False,True,0,False,False
True,False,False,unknown,False,False,False,195072,240b1c5d5cb9e02609bf5d844a922243e9ae3a5af124ad1e6971e5fd6e7be020,True,True,False,buzus,unknown,False,False,True,0,False,False
False,False,False,unknown,False,False,False,5120,050a01d17edc3a82f8bb4caa9a03146788d9f53ae167e46fefd9696da3bc3e11,False,True,False,rootkit,Microsoft Visual C++ 6.0 - 8.0,False,False,True,1,False,True
False,False,False,Microsoft,False,True,False,211908,2e511be2c642c3e1431270222038d3481f76511277fdbf1c3d6ba0b5b6ae1f44,False,False,False,swisyn,unknown,True,True,True,2,False,False
False,True,False,unknown,False,False,False,24896,30c348b6b2d721dac72129028944f286afa64151cb9afff1fc85bd0f37f22483,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,52544,30c7fc6cab582e6f68755ac8f4082a2864ec5eb254c6da2d03d7b16177214585,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,27008,30c3f9d976b08af8f88badf549fa41acbd8a69462330aa4f411b2009a68c4891,False,True,False,cinmus,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,True,69632,30c32e8c2e6d178f2ff0cc720a1a8a50b9897b31e75d3d2faab18e23d0dd7bc7,False,False,False,onlinegames,unknown,False,True,True,4,True,False
False,False,False,unknown,False,False,False,31232,13275b7c00a6c916a5d06c387bd5a3ccf1cecda06f86a3f3031261f086146117,True,True,False,jevafus,unknown,False,True,True,0,False,False
False,False,False,unknown,False,False,False,14088,132a63d23e64ba4f6c8a1e41cee3ab435feabb74e0da0cc1e238a0f95a68a35b,False,False,False,rootkit,unknown,False,False,True,0,True,False
False,False,False,Microsoft,False,True,False,211963,0f835563ad690613bf046a93ad5915c44a0b8b5f480b20696c22eb38b0394989,False,False,False,mofksys,unknown,True,True,False,2,False,False
False,True,False,unknown,False,False,False,27936,15eb43eddba5313977cc36c5e7661f1a0d90e7abf263cc9c703841c59e423bba,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,True,True,False,1851878,15e9ce573d61eb023d67e2a8ee192fb61d6998c06e0342de2323374ebabc8c6f,True,False,True,autoit,Microsoft Visual C++ 6.0 - 8.0,True,False,False,1,True,False
False,True,False,unknown,False,False,False,48544,15e836433efe8b61228348d91080b753560daace55044548ebdc92bae65d442d,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,Microsoft,False,True,False,211769,15e75918c49f18136e530946b93dd94c7438d24d7479ebaaff7bd2b7eabd254d,False,False,False,swisyn,unknown,True,True,False,2,False,False
False,True,False,unknown,False,False,False,50752,0613de7bb4cd1fe48620592329247fbd5426293e2f3106d97a0bbcfc10a6ecf9,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,True,中国互联网络信息中心(CNNIC),True,True,False,180224,06130585307ae43510a38215a34b7dbec92fb8cdec0b94c511d5ade290dbb5fc,False,True,False,adware,unknown,True,False,True,4,True,True
False,False,False,unknown,False,False,False,28736,0b5429b8b7aedcc5d4f056f2ccb974d02420a3ff8b9ee602bb4acdf769651a41,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,28672,0b58f7359920b4a0d97051145abad4c92c41f2fbd530ff75688c745de42c7a18,False,True,False,rtkdl,Microsoft Visual C++,False,False,True,1,False,True
False,True,False,unknown,False,False,False,81920,0b5dd781c35587ed9a498ce6f8d15713d1fbc01ca1fa313956a2b7b5b922fae4,True,True,False,downloader,unknown,False,False,False,4,True,False
False,True,False,unknown,False,False,False,96256,c47adbeb315e2e79e54572bf2e909fc52a84a43041e59f7836da86a64cd829f5,False,True,False,monder,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,243363,c477f210f52b0b341dda3b8844d524479c6e4625954ca9186b9fa5a6d8a626ad,False,False,False,msil,unknown,True,False,False,2,False,False
False,True,False,unknown,False,False,False,97344,dc1dd1609d69e6d9df8ebf6c9eb3052386fa8277c728d6bce913920ccdfd0263,False,True,False,saturn,unknown,False,False,True,2,True,True
False,False,False,unknown,False,False,False,28960,fe46744f610d33c5cea6ad5a3eacbc481b57abda24a4c2794b520e117f224781,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,359424,fe4b962d06705129a7422c99a14ba1e4c9bd600605e3d1662bd35a06aae26b36,False,False,False,sirefef,unknown,False,False,False,0,False,False
False,False,False,unknown,False,False,False,28672,fe46d59a9a0cc463c0a971a97300d6721dba678c7a5d94db1707a6faf58e86bd,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,52672,e05bf7f25fb7544eb46969b670a73577d00ad8f0d643562af86c49abe1ab1bbc,False,True,False,farfli,unknown,False,False,True,0,False,True
True,False,False,RuntimeRrror,False,False,False,308224,cda4ff234feeabec0f6274aca8a39883c895dca636c1570e70f277bd6ecc1cff,True,False,False,siflmpdbvbpkg,unknown,False,True,True,0,False,False
False,False,False,unknown,False,False,False,331264,eda4e015e9a5374eb7bf39b2a779ba8d9f9fd0426efaa127cfbc6a6e7b3e8bab,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,73728,f06046829ece9f1fb408cdaeec86de04a41987fbd434175058af70adc7816a6b,False,False,False,lurka,unknown,False,True,True,5,True,False
False,True,False,unknown,False,False,False,47136,f06829ef3e519f98d097119193e1f0d967b2d84ce9e0c47aa9b1e509b5c5081a,False,True,False,farfli,unknown,False,False,True,0,False,True
False,True,False,unknown,False,False,False,22496,f0609d063dca3d6b5ea37efae96d84f8c3f29eec7e54ecb9ad1f311c8e39a2f9,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,24000,fd7b7b530de23d89d2ab1abaa1f5e18d2934aa1db5e22b0c38dcf5a4a0833e4c,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,False,False,False,50048,fd77abf2aaa91d8f60035ac25df9c143ac3b41749e73e1e48bab7ebd7e850d72,False,True,False,farfli,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,1076336,fd7911fa714acee547a9c7cba423a865ce568e7cdc44c3f922dd2a75ce08265e,True,False,False,startpage,unknown,True,False,False,0,False,False
False,False,False,unknown,False,True,False,423105,fd7a65fc031fc1d29930322d9b8ff036f9fa6d84a6f44035e2b2598257d76fe2,True,False,False,worm,unknown,True,True,True,4,True,False
False,False,False,gIEoCOQxuJnJYD,False,True,False,40960,cd1c0c81ce7addfdd464053601894ce1fd0342d1a7f2c9054db06b45ab44cf74,False,False,False,msil,unknown,False,False,False,3,False,False
False,False,False,unknown,False,False,False,290304,cd1faf4febcfd84264e40c05897c1f22cab7e781f4dd0acfc5f8e4789fb91a1c,False,False,False,jorik,unknown,True,False,False,0,False,False
True,False,False,unknown,False,False,False,57892,e3a5151620d9e6a74b31b6107c0497a694389f0d69fa1487dd6c1919b0140aec,True,True,False,systemsecurity,unknown,True,True,True,0,False,False
False,True,False,unknown,False,False,False,50752,e3a4cc777a3b3a905cc5a27756c235300523588e93e4c139c7b51f6ce48ece13,False,True,False,farfli,unknown,False,False,True,0,False,True
True,False,False,unknown,False,False,False,195072,e62032dd01ace72458cf22c6aa6c825df0eb4e628121212030ccf4100746f8dc,True,True,False,buzus,unknown,False,False,True,0,False,False
False,False,False,unknown,False,True,False,230218,e62da24c195405f19644a3ae40f29261376e8233e16d3d4efa712ba22f71c483,False,False,False,swisyn,unknown,True,False,False,2,False,False
False,False,False,unknown,False,False,False,28576,e644f6743660f3136b4b98051fb48242de144aed42ebd591222aad93d22f96df,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,True,unknown,False,False,False,159748,e6432e90e10cd6750fbbca9eed3bdf582a34ccd72a1ad650fee12b73a4c29181,False,True,False,cinmus,Microsoft Visual C++,True,False,True,1,True,True
False,True,False,Microsoft Corporation,False,False,False,328704,e647717985bf0a1c6b3e2464d4f95d2efe3b77801c43246bde45eae908b940b8,True,False,True,sirefef,unknown,False,False,False,0,True,True
False,False,False,unknown,False,False,False,28736,e6437849c90d94ef553330f7011008dc2f277620516d35ff2b3aef64956c67bd,False,True,False,rootkit,unknown,False,False,True,0,False,True
False,False,False,unknown,False,False,False,28608,e6406e769f04cb44530da3585b06ade7164fa3748d6e3b4abb27c78a393366d8,False,True,False,koutodoor,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,True,False,221094,d99f6c08e5ee4b2cec0052fb2d097d7366528f8ef78ae600b1aa1897ed541fa1,False,False,False,mofksys,Microsoft Visual Basic v5.0 - v6.0,True,False,False,1,False,False
False,False,False,Sogou.com Inc.,False,True,False,109568,d993c921e8bf0d6b558cfd85419063e89c33cd20847bb8fe4c22594f5a32f57c,True,True,False,ulise,Microsoft Visual C++ 8.0,False,True,True,1,False,False
False,False,False,unknown,False,True,False,49152,cc3d095d95a71e777cbfe3f9428bda16a3f92834ed87d1f6cab8f07973bd9781,True,True,False,coledor,unknown,False,True,False,5,True,False
False,True,False,unknown,False,False,False,28736,ef346ccead0209120f41aa4307b46ce1fbecf60b407b1fea00a6cc5422d6e21c,False,True,False,rtkdl,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,28960,ef3a57d2c4d8d1d435509f8e28e4771bc9ea32e5ee25e23a40dde59fa33c58d4,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,296448,ef365fdc7a0dc3084de842f21ca4ff9c32fa06b2d3ee8bba1263b179909359e2,False,False,False,bancos,unknown,True,False,True,0,False,False
False,True,False,unknown,False,False,False,46464,ef3502982993f17c9bf44fd17d6b7cd312fe11e5f1889a05b8cf2c7b1820361d,False,True,False,farfli,unknown,False,False,True,0,False,True
True,False,False,unknown,False,False,False,195072,cd7fc0f2afb6717edba3c6d3d1c47aab521a7e054e91e20a06fb108928ad4135,True,True,False,buzus,unknown,False,False,True,0,False,False
False,False,False,"AhnLab, Inc.",False,True,False,709907,f6b41c0bcdfba4a958b12df60fd8afbbaa9063ecb1efc8a81fb485a36af20202,False,False,False,zusy,unknown,True,False,False,2,True,False
False,False,False,unknown,False,False,False,287744,e0b36ebfd171f7ee949ae6875b4e03edec6bc238de0485fdbdd5cd5c1aa05c6c,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,True,False,56009,f4b4d1ceef1cf2c8fbac71a8828b410638489070c0be7c1d3af9591d10a6def1,True,False,True,filerepmalware,unknown,True,True,True,0,False,False
False,False,False,unknown,False,False,False,355328,f4b8c52490559ccd7d03754e50007b79d2b4ae661d88b91132258da6e20a3bee,False,False,False,bancos,unknown,True,False,True,0,False,False
False,False,False,unknown,False,False,False,28576,dd2956c7f94734407c36b52282a2da90ca46f1f11d74557c560e03076c967a6c,False,True,False,rootkit,Microsoft Visual C++,False,False,True,1,False,True
False,False,False,unknown,False,False,False,286720,eec80eb13dcdd4d1403ece23539bafa28404846be22f01272b1a9bbe24e7459e,False,False,False,bancos,unknown,True,False,True,0,False,False
True,False,False,Microsoft,False,True,False,446683,eece00176a6cbcffd9d8fe7b75bceb4f36543004fad42e80211aec1caede5699,False,False,False,swisyn,unknown,True,True,True,2,False,False
False,False,True,奇虎网,True,True,True,143502,eeced062b8f0eeb9a5c619005cf11586feac0b16b0d01cd4242a8ad532c481ef,False,False,False,farfli,unknown,True,False,False,5,True,False
False,False,False,Microsoft,False,False,False,238772,fa247ff097d05e7cd0ff5e7299c7a59b2f4d7dd84e097241f0c419054eb5af21,True,True,False,bancos,unknown,False,True,True,0,False,False
False,True,False,unknown,False,False,False,16704,ec23fc7b8aca95f884584324557998b0a9e44911fb30dc4b42ea890660312818,False,True,False,farfli,unknown,False,False,True,0,True,True
False,True,False,unknown,True,False,False,167936,fb779febe719eb88bc9abd0c63f52aa20f2d1ad381a609f91c3ad7754d4f44ea,False,True,False,srizbi,Microsoft Visual C++ 6.0 - 8.0,False,False,True,1,True,True
False,True,False,unknown,False,False,False,23680,fb764f29320927ef02002ab554bafc22e78798069db4e4c075414fcd511f8fd7,False,True,False,farfli,unknown,False,False,True,0,True,True
False,False,False,unknown,False,False,False,93116,e81ee2eea18253d5045d7501a217c3837e370b426920395d4c7baa407154c614,True,False,False,worm,unknown,True,True,True,0,False,False
